Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20001214X42282,Accident,MKC83LA067,14/02/1983,"OMAHA, NE",United States,,,MLE,MILLARD,Non-Fatal,Substantial,,N4013T,Beech,B23,No,1,Reciprocating,,,Personal,,0,0,0,1,IMC,Standing,Probable Cause,
20001214X42241,Accident,LAX83LA102,14/02/1983,"WENDEN, AZ",United States,,,,ALDER RANCH,Non-Fatal,Substantial,,N9645B,Cessna,172RG,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42130,Accident,ATL83LA106,14/02/1983,"MARIETTA, GA",United States,,,8A4,MCCOLLUM,Non-Fatal,Substantial,,N756MZ,Cessna,TU206G,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42267,Incident,MIA83IA075,15/02/1983,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N8831E,Boeing,B-727-200,No,3,Turbo Fan,,SCHD,Unknown,Eastern Airlines,0,0,0,74,VMC,Takeoff,Probable Cause,
20001214X42209,Accident,FTW83LA119,15/02/1983,"DALHART, TX",United States,,,DHT,DALHART MUNICIPAL,Non-Fatal,Destroyed,,N6308S,Cessna,150G,No,1,Reciprocating,,,Business,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42194,Accident,FTW83FA121,15/02/1983,"ALEXANDRIA, LA",United States,,,,,Non-Fatal,Destroyed,,N4880P,Cessna,P210,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Maneuvering,Probable Cause,
20001214X42179,Accident,DEN83FTK03,15/02/1983,"SIOUX FALLS, SD",United States,,,FSD,JOE FOSS FIELD,Non-Fatal,Destroyed,,N8478N,Beech,V35A,No,1,Reciprocating,,,Business,,0,2,2,0,IMC,Approach,Probable Cause,
20001214X42177,Accident,DEN83FA062,15/02/1983,"MOAB, UT",United States,,,,,Fatal(2),Destroyed,,N63808,Piper,PA-23F-250,No,2,Reciprocating,,,Unknown,,2,0,0,0,VMC,Cruise,Probable Cause,
20001214X42176,Accident,DEN83FA059,15/02/1983,"ASPEN, CO",United States,,,ASE,SARDY FIELD,Fatal(4),Destroyed,,N33340,Cessna,340A,No,2,Reciprocating,,,Personal,,4,0,0,0,VMC,Climb,Probable Cause,
20001214X42172,Accident,DCA83AA017,15/02/1983,"HAILEY, ID",United States,,,,FRIEDMAN MEMORIEL,Non-Fatal,Destroyed,,N361V,De Havilland,DHC-6-300,No,2,Turbo Prop,,SCHD,Unknown,,0,7,1,0,VMC,Approach,Probable Cause,
20001214X42242,Accident,LAX83LA103,15/02/1983,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO,Non-Fatal,Substantial,,N704CC,Beech,95-55,No,2,Reciprocating,,,Personal,,0,0,0,3,VMC,Standing,Probable Cause,
20001214X42183,Accident,DEN83LA063,15/02/1983,"SALIDA, CO",United States,,,42,ALEXANDER,Non-Fatal,Substantial,,N1277S,Cessna,182,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42182,Accident,DEN83LA061,15/02/1983,"DOVE CREEK, CO",United States,,,8V6,DOVE CREEK,Non-Fatal,Substantial,,N84631,Cessna,172K,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Maneuvering,Probable Cause,
20001214X42131,Accident,ATL83LA107,15/02/1983,"LEONARDTOWN, MD",United States,,,,,Non-Fatal,Substantial,,N8425T,Piper,PA-32R-301,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42128,Accident,ATL83LA104,15/02/1983,"PICKENS, SC",United States,,,LQK,PICKENS COUNTY,Non-Fatal,Substantial,,N8472E,Piper,PA-34-220T,No,2,Reciprocating,,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,
20001214X42127,Accident,ATL83LA103,15/02/1983,"PADUCAH, KY",United States,,,PAH,BARKLEY REGIONAL,Non-Fatal,Substantial,,N3280K,Hughes,369HS,No,1,Turbo Shaft,,,Ferry,,0,0,0,1,VMC,Cruise,Probable Cause,
20001214X42120,Accident,ATL83FID04,15/02/1983,"CHESTERFIELD, VA",United States,,,W98,CHESTERFIELD,Non-Fatal,Substantial,,N5889F,Cessna,210G,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42181,Accident,DEN83LA060,15/02/1983,"RIVERTON, WY",United States,,,RIW,RIVERTON,Non-Fatal,Substantial,,N5393A,Cessna,T210N,No,1,Reciprocating,,,Unknown,,0,0,0,3,VMC,Takeoff,Probable Cause,
20001214X42129,Accident,ATL83LA105,16/02/1983,"MOCKSVILLE, NC",United States,,,8A7,TWIN LAKES,Non-Fatal,Substantial,,N49018,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,1,UNK,Landing,Probable Cause,
20001214X42211,Accident,FTW83LA122,16/02/1983,"LAS CRUCES, NM",United States,,,LRU,CRAWFORD,Non-Fatal,Substantial,,N1390A,Monnett,SONERAI II,Yes,1,Reciprocating,,,Unknown,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42229,Accident,LAX83FA104,17/02/1983,"SAN DIEGO, CA",United States,,,MYF,MONTGOMERY,Fatal(5),Destroyed,,N90353,Piper,601P,No,2,Reciprocating,,,Personal,,5,0,0,0,VMC,Takeoff,Probable Cause,
20001214X42108,Incident,ANC83IA045,17/02/1983,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE,Incident,Minor,,N34938,Cessna,177RG,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42243,Accident,LAX83LA105,17/02/1983,"PLEASONTON, CA",United States,,,,,Non-Fatal,Substantial,,N2565V,Cessna,170,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Cruise,Probable Cause,
20001214X42210,Accident,FTW83LA120,17/02/1983,"WINSLOW, AR",United States,,,,,Non-Fatal,Substantial,,N9981W,Piper,PA-28-140,No,1,Reciprocating,,,Instructional,,0,3,0,0,VMC,Takeoff,Probable Cause,
20001214X42185,Accident,DEN83LA065,17/02/1983,"MADISON, SD",United States,,,MDS,MADISON,Non-Fatal,Substantial,,N737EF,Swearingen,SA-26T,No,2,Turbo Prop,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X42270,Accident,MIA83LA077,18/02/1983,"BAHIA HONDA, FL",United States,,,,,Non-Fatal,Substantial,,N9912M,Cessna,C-182P,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42251,Accident,LAX83LA113,18/02/1983,"PALM SPRINGS, CA",United States,,,PSP,PALM SPRINGS,Non-Fatal,Substantial,,N6525X,Cessna,U206G,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Taxi,Probable Cause,
20001214X42133,Accident,ATL83LA109,18/02/1983,"STOCKBRIDGE, GA",United States,,,4A0,BERRY HILL,Non-Fatal,Substantial,,N88037,Piper,J-3C,No,1,Reciprocating,,,Ferry,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42132,Accident,ATL83LA108,18/02/1983,"MARIETTA, GA",United States,,,8A4,MCCOLLUM,Non-Fatal,Substantial,,N35594,Cessna,172,No,1,Reciprocating,,,Unknown,,0,0,0,2,VMC,Taxi,Probable Cause,
20001214X42265,Accident,MIA83FLD02,19/02/1983,"CEDAR KEY, FL",United States,,,CDK,GEORGE T. LEWIS,Non-Fatal,Destroyed,,N112DB,Cessna,310R,No,2,Reciprocating,,,Instructional,,0,2,2,0,VMC,Landing,Probable Cause,
20001214X42247,Accident,LAX83LA109,19/02/1983,"BERMUDA DUNES, CA",United States,,,UDD,BERMUDA,Non-Fatal,Destroyed,,N138X,Midget,MUSTANG I,Yes,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Go-around,Probable Cause,
20001214X42246,Accident,LAX83LA108,19/02/1983,"RUBIDOUX, CA",United States,,,RIR,FLA-BOB,Non-Fatal,Destroyed,,N8347X,Cessna,172C,No,1,Reciprocating,,,Personal,,0,1,1,0,VMC,Takeoff,Probable Cause,
20001214X42212,Accident,FTW83LA123,19/02/1983,"CHANDELEUR ISL., LA",United States,,,,,Non-Fatal,Destroyed,,N9080M,Cessna,180H,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Takeoff,Probable Cause,
20001214X42300,Accident,NYC83LA070,19/02/1983,"BALLY, PA",United States,,,,BUTLER VALLEY,Non-Fatal,Substantial,,N25565,Cessna,152,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X42297,Accident,NYC83LA067,19/02/1983,"BUTLER, PA",United States,,,BTP,BUTLER COUNTY,Non-Fatal,Substantial,,N2694W,Mooney,M20E,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X42296,Accident,NYC83LA066,19/02/1983,"BLAIRSTOWN, NJ",United States,,,1N7,BLAIRSTOWN,Non-Fatal,Substantial,,N24822,Piper,PA-38-112,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42295,Accident,NYC83LA065,19/02/1983,"WILMINGTON, DE",United States,,,ILG,GREATER WILMINGTON,Non-Fatal,Substantial,,N5898G,Cessna,150K,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Taxi,Probable Cause,
20001214X42294,Accident,NYC83LA064,19/02/1983,"PITTSTOWN, NJ",United States,,,N40,SKY MANOR,Non-Fatal,Substantial,,N2115E,Aeronca,7AC,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42272,Accident,MIA83LA080,19/02/1983,"YEEHAW JUNCTION, FL",United States,,,,,Non-Fatal,Substantial,,N49132,Cessna,C-152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Cruise,Probable Cause,
20001214X42264,Accident,MIA83FLD01,19/02/1983,"ST. PETERSBURG, FL",United States,,,,,Non-Fatal,Substantial,,N507LS,Pitts,SPECIAL S-1C,Yes,1,Reciprocating,,,Personal,,0,1,0,0,VMC,Cruise,Probable Cause,
20001214X42248,Accident,LAX83LA110,19/02/1983,"ANTIOCH, CA",United States,,,,,Non-Fatal,Substantial,,N4611L,Cessna,172G,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42245,Accident,LAX83LA107,19/02/1983,"GRAND CANYON, AZ",United States,,,GCN,GRAND CANYON,Non-Fatal,Substantial,,N6892J,Piper,PA28-151,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,
20001214X42244,Accident,LAX83LA106,19/02/1983,"MARBLE CANYON, AZ",United States,,,L41,MARBLE CANYON,Non-Fatal,Substantial,,N1679R,Cessna,182RG,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42213,Accident,FTW83LA124,19/02/1983,"ARCOLA, TX",United States,,,,ARCOLA,Non-Fatal,Substantial,,N47976,Piper,PA-32R-300,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,
20001214X42184,Accident,DEN83LA064,19/02/1983,"DURANGO, CO",United States,,,DRO,DURANGO-LA PLATA,Non-Fatal,Substantial,,N5802J,Cessna,172N,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42144,Accident,ATL83LA124,19/02/1983,"FRONT ROYAL, VA",United States,,,FRR,FRONT ROYAL-WARREN CO.,Non-Fatal,Substantial,,N40552,Piper,PA-18,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Landing,Probable Cause,
20001214X42137,Accident,ATL83LA113,19/02/1983,"STAFFORD, VA",United States,,,,,Non-Fatal,Substantial,,N3750P,Piper,PA-22-150,No,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Cruise,Probable Cause,
20001214X42136,Accident,ATL83LA112,19/02/1983,"PUCKETT, MS",United States,,,,,Non-Fatal,Substantial,,N3239J,Cessna,T188C,No,1,Reciprocating,,UNK,Personal,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001214X42135,Accident,ATL83LA111,19/02/1983,"JACKSON, MS",United States,,,JAN,ALLEN C. THOMPSON,Non-Fatal,Substantial,,N2975K,Luscombe,8A,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,
20001214X42134,Accident,ATL83LA110,19/02/1983,"COLUMBUS, MS",United States,,,GTR,GOLDEN TRIANGLE REGIONAL,Non-Fatal,Substantial,,N1327Q,Cessna,150,No,1,Reciprocating,,,Aerial Observation,,0,0,0,1,VMC,Descent,Probable Cause,
20001214X42250,Accident,LAX83LA112,20/02/1983,"MERCED, CA",United States,,,,,Non-Fatal,Destroyed,,N88CP,Bell,47G3B-2,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42284,Accident,MKC83LA070,20/02/1983,"SCOTTSBLUFF, NE",United States,,,BFF,SCOTTSBLUFF,Non-Fatal,Substantial,,N1798V,Cessna,140,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42214,Accident,FTW83LA125,20/02/1983,"NACOGDOCHES, TX",United States,,,OCH,EAST TEXAS REG.,Non-Fatal,Substantial,,N7334L,Piper,PA-31P,No,2,Reciprocating,,,Business,,0,0,0,2,IMC,Approach,Probable Cause,
20001214X42278,Accident,MKC83FA069,21/02/1983,"ELLSWORTH, KS",United States,,,,,Fatal(1),Destroyed,,N18204,Cessna,150L,No,1,Reciprocating,,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,
20001214X42266,Accident,MIA83FLD03,21/02/1983,"ZEPHYRHILLS, FL",United States,,,ZPH,ZEPHYRHILLS,Non-Fatal,Destroyed,,CGNHL,Cessna,182,No,1,Reciprocating,,,Personal,,0,2,2,0,VMC,Takeoff,Probable Cause,
20001214X42233,Accident,LAX83FA350,21/02/1983,"MOUNT SHASTA, CA",United States,,,,,Fatal(5),Destroyed,,N9350Y,Beech,N35,No,1,Reciprocating,,,Personal,,5,0,0,0,IMC,Cruise,Probable Cause,
20001214X42299,Accident,NYC83LA069,21/02/1983,"MOUNTVILLE, PA",United States,,,89N,CENTRAL MANOR,Non-Fatal,Substantial,,N757ER,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X42298,Accident,NYC83LA068,21/02/1983,"READING, PA",United States,,,RDG,GEN. SPAATZ FIELD,Non-Fatal,Substantial,,N2227Y,Cessna,177,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42271,Accident,MIA83LA079,21/02/1983,"BOCA RATON, FL",United States,,,,,Non-Fatal,Substantial,,N2254X,Hughes,500-369HS,No,1,Turbo Shaft,,,Ferry,,0,0,0,2,VMC,Cruise,Probable Cause,
20001214X42249,Accident,LAX83LA111,21/02/1983,"CHINO, CA",United States,,,CNO,CHINO,Non-Fatal,Substantial,,N1656K,Luscombe,8A,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42165,Accident,CHI83LA116,21/02/1983,"THREE OAKS, MI",United States,,,39C,OSELKA,Non-Fatal,Substantial,,N704RX,Cessna,150,No,1,Reciprocating,,,Instructional,,0,1,0,1,VMC,Approach,Probable Cause,
20001214X42143,Accident,ATL83LA123,21/02/1983,"WOODBINE, MD",United States,,,MD78,WOODBINE GLIDER,Non-Fatal,Substantial,,N8752R,Scheibe Flugzeugbau,L SPATZ-55,No,0,Unknown,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42139,Accident,ATL83LA115,21/02/1983,"PULASKI, VA",United States,,,HLX,TWIN,Non-Fatal,Substantial,,N9264J,Piper,PA-28-180,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Cruise,Probable Cause,
20001214X42138,Accident,ATL83LA114,21/02/1983,"SCOTTSBORO, AL",United States,,,4A6,SCOTTSBORO MUNICIPAL,Non-Fatal,Substantial,,N758NT,Cessna,172K,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42110,Accident,ANC83LA047,21/02/1983,"NORTH POLE, AK",United States,,,,,Non-Fatal,Substantial,,N8541J,Cessna,150G,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Go-around,Probable Cause,
20001214X42104,Accident,ANC83FU002,21/02/1983,"CHUGIAK, AK",United States,,,,,Fatal(1),Substantial,,NONE,Eagle (ultralight),B,No,1,Reciprocating,,UNK,Personal,,1,0,0,0,VMC,Takeoff,Probable Cause,
20001214X42253,Accident,LAX83LA115,22/02/1983,"MENDOTA, CA",United States,,,,,Non-Fatal,Destroyed,,N8679H,Grumman,G164A,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,1,IMC,Maneuvering,Probable Cause,
20001214X42117,Accident,ATL83FA117,22/02/1983,"HENDERSONVILLE, NC",United States,,,AVL,ASHEVILLE REGIONAL,Fatal(3),Destroyed,,N6313P,Piper,PA-24-180,No,1,Reciprocating,,,Business,,3,0,0,0,IMC,Descent,Probable Cause,
20001214X42252,Accident,LAX83LA114,22/02/1983,"CORONA, CA",United States,,,L66,CORONA,Non-Fatal,Substantial,,N89048,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42168,Accident,CHI83LA119,22/02/1983,"ELYRIA, OH",United States,,,1G1,ELYRIA CITY,Non-Fatal,Substantial,,N72296,Cessna,140,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42116,Accident,ATL83FA116,22/02/1983,"RED BANK, TN",United States,,,CHA,LOVELL FIELD,Non-Fatal,Substantial,,N54498,Cessna,172P,No,1,Reciprocating,,,Personal,,0,4,0,0,VMC,Descent,Probable Cause,
20001214X42166,Accident,CHI83LA117,22/02/1983,"DETROIT, MI",United States,,,DET,DETROIT CITY,Non-Fatal,Substantial,,N58WA,Beech,58,No,2,Reciprocating,,NSCH,Unknown,,0,0,0,1,IMC,Landing,Probable Cause,04/03/1988
20001214X42261,Accident,MIA83FA081,23/02/1983,"CHULUOTA, FL",United States,,,,FLYING SEMINOLE RANCH,Fatal(2),Destroyed,,N2081X,Cessna,182H,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,Takeoff,Probable Cause,
20001214X42236,Accident,LAX83FUM04,23/02/1983,"DESCANSO, CA",United States,,,,,Fatal(1),Destroyed,,N3687C,Cessna,180J,No,1,Reciprocating,,,Business,,1,0,0,0,IMC,Cruise,Probable Cause,
20001214X42196,Accident,FTW83FA128,23/02/1983,"BROOKLAND, AR",United States,,,JBR,JONESBORO,Fatal(3),Destroyed,,N8637Z,Cessna,P-206C,No,1,Reciprocating,,,Business,,3,0,0,0,IMC,Go-around,Probable Cause,
20001214X42195,Accident,FTW83FA126,23/02/1983,"PINEVILLE, LA",United States,,,ESF,ESLER REGIONAL,Fatal(2),Destroyed,,N4862G,Cessna,172N,No,1,Reciprocating,,,Instructional,,2,0,0,0,IMC,Approach,Probable Cause,
20001214X42255,Accident,LAX83LA118,23/02/1983,"PEORIA, AZ",United States,,,P37,GLENDALE,Non-Fatal,Substantial,,N2912F,Cessna,182J,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42215,Accident,FTW83LA127,23/02/1983,"SUGARLAND, TX",United States,,,,,Non-Fatal,Substantial,,N66730,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42140,Accident,ATL83LA118,23/02/1983,"AHOSKIE, NC",United States,,,,,Non-Fatal,Substantial,,N6075H,Piper,PA-34-200T,No,2,Reciprocating,,,Executive/corporate,,0,0,0,2,UNK,Cruise,Probable Cause,
20001214X42279,Accident,MKC83FA072,24/02/1983,"ST. LOUIS, MO",United States,,,STL,LAMBERT-ST. LOUIS INTL.,Non-Fatal,Minor,,N237AM,Swearingen,SA 226TC,No,2,Turbo Prop,,SCHD,Unknown,Air Midwest,0,1,0,9,VMC,Standing,Probable Cause,
20001214X42273,Accident,MIA83LA083,24/02/1983,"NEAR LABELLE, FL",United States,,,,,Non-Fatal,Destroyed,,N5980F,Cessna,210H,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Descent,Probable Cause,
20001214X42302,Accident,NYC83LA075,24/02/1983,"BEVERLY, MA",United States,,,BVY,BEVERLY,Non-Fatal,Substantial,,N972Q,Beech,P35,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Approach,Probable Cause,
20001214X42256,Accident,LAX83LA119,24/02/1983,"CHANDLER, AZ",United States,,,P19,STELIAR,Non-Fatal,Substantial,,N54121,Cessna,172P,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,
20001214X42254,Accident,LAX83LA117,24/02/1983,"PEACH SPRINGS, AZ",United States,,,,,Non-Fatal,Substantial,,N3898Y,Bell,BH 206-L111,No,1,Turbo Shaft,,,Business,,0,0,0,5,VMC,Takeoff,Probable Cause,
20001214X42216,Accident,FTW83LA129,24/02/1983,"MIDLOTHIAN, TX",United States,,,,,Non-Fatal,Substantial,,N6164W,Piper,PA-28-140,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42170,Accident,CHI83LA121,24/02/1983,"GALESBURG, IL",United States,,,GBG,GALESBURG,Non-Fatal,Substantial,,N738HH,Cessna,172,No,1,Reciprocating,,,Personal,,0,0,0,3,VMC,Cruise,Probable Cause,
20001214X42142,Accident,ATL83LA120,24/02/1983,"DAYTON, TN",United States,,,2A0,MARK ANTON,Non-Fatal,Substantial,,N123SM,Cessna,421,No,2,Reciprocating,,,Executive/corporate,,0,0,0,1,IMC,Approach,Probable Cause,
20001214X42141,Accident,ATL83LA119,24/02/1983,"FOLKSTON, GA",United States,,,3J6,DAVIS FIELD,Non-Fatal,Substantial,,N7379E,Cessna,210,No,1,Reciprocating,,,Personal,,0,0,0,1,UNK,Cruise,Probable Cause,
20001214X42118,Accident,ATL83FA121,25/02/1983,"ANNISTON, AL",United States,,,,,Non-Fatal,Destroyed,,N43NC,Mooney,M20F,No,1,Reciprocating,,,Business,,0,0,1,0,VMC,Cruise,Probable Cause,
20001214X42309,Accident,SEA83LA059,25/02/1983,"NEAR OAKRIDGE, OR",United States,,,6,,Non-Fatal,Substantial,,N62398,Hiller,UH-12D,No,1,Reciprocating,,UNK,Other Work Use,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42280,Accident,MKC83FA073,25/02/1983,"COUNCIL BLUFFS, IA",United States,,,CBF,COUNCIL BLUFFS MUNICIPAL,Non-Fatal,Substantial,,N1040S,Hughes,TH-55A,No,1,Reciprocating,,,Instructional,,0,0,1,1,UNK,Landing,Probable Cause,
20001214X42186,Accident,DEN83LA066,25/02/1983,"CUT BANK, MT",United States,,,,LINDBERG,Non-Fatal,Substantial,,N9929T,Piper,PA-38-112,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,
20001214X42169,Accident,CHI83LA120,25/02/1983,"ELY, MN",United States,,,ELO,ELY MUNICIPAL,Non-Fatal,Substantial,,N38855,Piper,PA-32R-300,No,1,Reciprocating,,,Personal,,0,0,0,4,VMC,Cruise,Probable Cause,
20001214X42111,Accident,ANC83LA048,25/02/1983,"NUIQSUT, AK",United States,,,10AK,NUIQSUT,Non-Fatal,Substantial,,N6587C,Douglas,DC-6A,No,4,Reciprocating,,,Business,,0,0,0,3,VMC,Taxi,Probable Cause,
20001214X42147,Accident,CHI83FA122,26/02/1983,"WHEELING, IL",United States,,,PWK,PAL-WAUKEE,Non-Fatal,Destroyed,,N63044,Cessna,150,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42289,Accident,NYC83FA072,26/02/1983,"OXFORD, CT",United States,,,OXC,WATERBURY,Non-Fatal,Substantial,,N60619,Cessna,150J,No,1,Reciprocating,,,Personal,,0,0,1,0,VMC,Approach,Probable Cause,
20001214X42288,Accident,NYC83FA071,26/02/1983,"MOUNTVILLE, PA",United States,,,89N,CENTRAL MANOR,Fatal(2),Substantial,,N12067,Cessna,172M,No,1,Reciprocating,,,Personal,,2,0,0,0,VMC,Go-around,Probable Cause,
20001214X42218,Accident,FTW83LA145,26/02/1983,"MANOR, TX",United States,,,6R4,BIRDSNEST,Non-Fatal,Substantial,,N5412B,Cessna,152,No,1,Reciprocating,,,Instructional,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42217,Accident,FTW83LA130,26/02/1983,"FLATONIA, TX",United States,,,,,Non-Fatal,Substantial,,N5515N,Cessna,182R,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Maneuvering,Probable Cause,
20001214X42190,Accident,DEN83LA094,26/02/1983,"HAVRE, MT",United States,,,,,Non-Fatal,Substantial,,N7917S,Bellanca,7GCBC,No,1,Reciprocating,,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,
20001214X42188,Accident,DEN83LA068,26/02/1983,"BUFFALO, WY",United States,,,BYG,BUFFALO MUNICIPAL,Non-Fatal,Substantial,,N1896C,Cessna,170B,No,1,Reciprocating,,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,
20001214X42119,Accident,ATL83FA122,26/02/1983,"HARDEEVILLE, SC",United States,,,,,Non-Fatal,Substantial,,N5191B,Bell,47G-2,No,1,Reciprocating,,UNK,Aerial Application,,0,0,0,2,VMC,Maneuvering,Probable Cause,
20001214X42262,Accident,MIA83FA082,27/02/1983,"BROOKSVILLE, FL",United States,,,,,Fatal(2),Destroyed,,N28216,Piper,PA-32-301,No,1,Reciprocating,,NSCH,Unknown,Capital Aviation Services,2,0,0,0,VMC,Descent,Probable Cause,
20001214X42230,Accident,LAX83FA120,27/02/1983,"KERMAN, CA",United States,,,,,Fatal(1),Destroyed,,N40160,Ayres,S2R-R3S,No,1,Reciprocating,,UNK,Aerial Application,,1,0,0,0,VMC,Maneuvering,Probable Cause,
20001214X42171,Accident,CHI83LA124,27/02/1983,"MADEIRA, OH",United States,,,,,Non-Fatal,Destroyed,,N6809J,Piper,PA-32-260,No,1,Reciprocating,,,Personal,,0,0,2,2,VMC,Descent,Probable Cause,
20001214X42148,Accident,CHI83FA123,27/02/1983,"BELOIT, WI",United States,,,44C,BELOIT,Fatal(1),Destroyed,,N5769F,Piper,PA-28-140,No,1,Reciprocating,,,Personal,,1,0,0,0,VMC,Approach,Probable Cause,
20001214X42291,Accident,NYC83FNE02,27/02/1983,"OXFORD, MA",United States,,,MA08,OXFORD,Non-Fatal,Substantial,,N33458,Piper,PA-28-140,No,1,Reciprocating,,,Personal,,0,1,1,0,VMC,Go-around,Probable Cause,
20001214X42290,Accident,NYC83FHJ01,27/02/1983,"SCHINNECOCK BAY, NY",United States,,,,,Non-Fatal,Substantial,,N3509,Harrison Volmer,VJ-22 AMPHIBIAN,Yes,1,Reciprocating,,,Personal,,0,0,2,0,VMC,Takeoff,Probable Cause,
20001214X42219,Accident,FTW83LA163,27/02/1983,"LAJITAS, TX",United States,,,17XS,LAJITAS,Non-Fatal,Substantial,,N816A,Piper,PA-22-125,No,1,Reciprocating,,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,
